DATE,AHETPI,AWHI,CIVPART,EMRATIO,LNS12032194,LNS13023622,LNS13023706,LNS13025703,LNS17100000,NAPMEI,TEMPHELPS,U6RATE,UNRATE,USPRIV
2011-06-01,19.42,101.4,64.0,58.2,8427,58.8,7.0,44.6,2398,60.8,2285.4,16.1,9.1,109785
2011-07-01,19.49,101.8,64.0,58.2,8281,59.2,6.8,45.1,2371,55.0,2278.6,15.9,9.0,109970
2011-08-01,19.49,101.7,64.1,58.3,8788,58.2,7.1,43.6,2375,54.5,2316.2,16.1,9.0,110109
2011-09-01,19.51,102.0,64.2,58.4,9166,58.0,7.0,45.2,2382,54.6,2343.6,16.4,9.0,110389
2011-10-01,19.56,102.4,64.1,58.4,8657,57.9,8.0,42.6,2509,54.9,2365.6,15.8,8.8,110576
2011-11-01,19.56,102.7,64.1,58.6,8447,57.5,7.6,43.2,2502,52.8,2378.5,15.5,8.6,110749
2011-12-01,19.57,102.9,64.0,58.6,8171,57.5,7.2,42.7,2482,54.7,2390.9,15.2,8.5,110973
2012-01-01,19.56,103.3,63.7,58.4,8267,56.9,7.3,42.8,2396,54.2,2426.5,15.2,8.3,111320
2012-02-01,19.59,103.6,63.8,58.5,8214,55.4,8.0,41.3,2331,54.1,2466.4,15.0,8.3,111581
2012-03-01,19.65,103.8,63.8,58.6,7793,54.9,8.6,41.3,2363,55.4,2458.4,14.6,8.2,111818
2012-04-01,19.68,103.9,63.7,58.5,7907,54.3,8.0,40.7,2249,56.5,2466.6,14.6,8.2,111908
2012-05-01,19.68,103.7,63.7,58.5,8123,55.3,7.1,42.6,2256,56.8,2483.1,14.8,8.2,112038
2012-06-01,19.72,104.0,63.8,58.6,8081,56.3,7.3,42.3,2243,56.6,2509.4,14.8,8.2,112110
2012-07-01,19.75,104.2,63.7,58.5,8092,56.2,6.8,41.3,2282,51.7,2521.0,14.8,8.2,112270
2012-08-01,19.74,104.0,63.5,58.4,7998,55.3,7.6,40.4,2234,52.3,2527.8,14.6,8.1,112444
2012-09-01,19.78,104.2,63.7,58.7,8667,54.4,7.9,40.5,2373,54.0,2506.5,14.8,7.8,112624
2012-10-01,19.81,104.4,63.8,58.8,8229,53.7,8.6,40.7,2360,52.9,2524.3,14.4,7.8,112788
2012-11-01,19.85,104.8,63.6,58.7,8150,53.7,7.7,40.1,2199,48.4,2533.9,14.4,7.7,112959
2012-12-01,19.90,105.1,63.7,58.6,7922,52.6,8.0,38.8,2139,52.2,2537.3,14.4,7.9,113192
2013-01-01,19.94,104.9,63.6,58.5,8030,53.4,8.0,37.5,2276,54.1,2546.8,14.5,8.0,113395
2013-02-01,19.99,105.8,63.4,58.6,8089,53.9,7.9,39.2,2323,53.0,2563.0,14.3,7.7,113692
2013-03-01,20.02,105.6,63.3,58.5,7682,53.7,8.3,39.0,2147,53.4,2580.1,13.8,7.5,113842
2013-04-01,20.04,105.7,63.4,58.6,7924,54.3,7.5,37.2,2199,50.6,2594.3,14.0,7.6,114035
2013-05-01,20.06,105.9,63.4,58.6,7901,52.5,8.0,37.5,2257,49.9,2609.9,13.8,7.5,114260
2013-06-01,20.13,106.1,63.4,58.6,8104,52.0,8.8,37.2,2297,50.8,2621.9,14.2,7.5,114433
2013-07-01,20.14,105.9,63.3,58.7,8093,51.9,8.5,37.9,2359,53.3,2631.3,13.8,7.3,114595
2013-08-01,20.18,106.5,63.2,58.7,7837,52.5,7.9,38.4,2170,54.1,2642.7,13.6,7.3,114837
2013-09-01,20.22,106.7,63.3,58.7,8008,52.4,8.7,36.9,2102,54.4,2657.8,13.7,7.3,115016
2013-10-01,20.26,106.5,62.8,58.3,8028,54.7,7.6,35.7,2061,54.2,2652.5,13.7,7.2,115219
2013-11-01,20.31,107.1,63.0,58.6,7708,53.1,8.1,37.8,2190,54.8,2659.8,13.1,6.9,115499
2013-12-01,20.35,106.6,62.9,58.6,7763,51.7,8.2,37.2,2173,55.0,2680.0,13.1,6.7,115570
2014-01-01,20.40,106.7,62.9,58.8,7250,52.5,7.9,35.3,2215,52.5,2681.2,12.7,6.6,115767
2014-02-01,20.50,106.6,63.0,58.8,7230,52.0,7.7,36.5,2245,53.3,2697.8,12.6,6.7,115925
2014-03-01,20.49,107.8,63.2,59.0,7428,52.3,7.7,35.4,2273,52.6,2712.6,12.6,6.7,116186
2014-04-01,20.52,108.1,62.8,58.9,7452,53.6,8.2,34.9,2241,55.0,2722.1,12.3,6.2,116468
2014-05-01,20.55,108.3,62.8,58.9,7219,50.7,9.0,34.5,2033,54.0,2733.2,12.1,6.2,116683
2014-06-01,20.59,108.5,62.8,59.0,7473,50.8,9.0,32.9,2145,53.8,2748.4,12.0,6.1,116950
2014-07-01,20.63,108.7,62.9,59.0,7440,49.9,8.9,33.3,2011,55.5,2765.6,12.2,6.2,117194
2014-08-01,20.67,109.3,62.9,59.0,7213,49.9,9.0,31.2,2123,56.8,2787.9,12.0,6.2,117425
2014-09-01,20.68,109.1,62.8,59.1,7124,49.1,8.8,31.9,2188,54.3,2806.1,11.8,6.0,117662
2014-10-01,20.71,109.3,62.9,59.3,7065,47.9,8.7,31.8,2249,55.4,2814.3,11.5,5.7,117852
2014-11-01,20.76,109.8,62.9,59.2,6844,49.1,9.2,31.1,2043,54.0,2828.6,11.4,5.8,118176
2014-12-01,20.73,110.1,62.7,59.2,6786,49.4,9.1,31.8,2107,55.8,2848.4,11.2,5.6,118455
2015-01-01,20.81,110.2,62.9,59.3,6784,47.4,9.5,31.3,1930,54.1,2837.0,11.3,5.7,118669
2015-02-01,20.83,110.5,62.8,59.3,6630,48.4,10.2,30.8,2008,52.0,2826.6,11.0,5.5,118921
2015-03-01,20.89,110.2,62.7,59.3,6673,49.1,10.2,29.5,2012,50.9,2836.9,10.9,5.5,119011
2015-04-01,20.93,110.4,62.7,59.3,6549,48.8,9.7,28.7,2026,48.6,2851.5,10.8,5.4,119252
2015-05-01,20.99,110.3,62.8,59.4,6600,49.4,9.5,28.7,1983,52.1,2863.2,10.7,5.5,119508
2015-06-01,21.00,110.5,62.6,59.3,6465,49.2,9.3,25.9,2108,55.3,2884.8,10.5,5.3,119734
2015-07-01,21.05,111.0,62.6,59.3,6300,50.0,10.3,27.1,1847,51.9,2875.5,10.4,5.3,119979
2015-08-01,21.11,111.2,62.6,59.4,6481,50.2,9.9,27.7,2071,50.5,2883.2,10.3,5.1,120102
2015-09-01,21.12,111.3,62.4,59.3,6034,48.9,9.8,26.6,1993,50.2,2890.7,10.0,5.1,120264
2015-10-01,21.21,111.6,62.5,59.3,5761,49.4,9.9,26.7,1934,47.7,2918.5,9.8,5.0,120568
2015-11-01,21.23,111.8,62.5,59.4,6085,48.6,10.0,25.7,2003,50.8,2919.2,9.9,5.0,120847
2015-12-01,21.26,112.4,62.6,59.5,6022,47.7,10.3,26.3,2062,48.0,2944.1,9.9,5.0,121106
2016-01-01,21.33,112.2,62.7,59.6,5988,47.4,9.9,26.9,1997,45.9,2900.3,9.9,4.9,121261
2016-02-01,21.33,112.1,62.9,59.8,5988,48.0,9.7,27.7,1775,48.5,2887.9,9.7,4.9,121497
2016-03-01,21.37,112.2,63.0,59.9,6123,48.3,10.5,27.6,1863,48.1,2891.9,9.8,5.0,121692
